id,tanggal,kecamatan,jumlah_sampah,satuan
16527,10/7/2017,Mandalajati,1.8,TON
16528,10/7/2017,Kiaracondong,2.2,TON
16529,10/7/2017,Batununggal,2.8,TON
16530,10/8/2017,Bandung Kidul,3.3,TON
16531,10/8/2017,Kiaracondong,1.8,TON
16532,10/8/2017,Sukasari,2.9,TON
16533,10/8/2017,Kiaracondong,2.3,TON
16534,10/8/2017,Andir,2.1,TON
16535,10/8/2017,Ujungberung,2,TON
16536,10/8/2017,Babakan Ciparay,1.9,TON
16537,10/8/2017,Sumur Bandung,3.4,TON
16538,10/8/2017,Rancasari,2.8,TON
16539,10/8/2017,Rancasari,2.1,TON
16540,10/8/2017,Arcamanik,2.6,TON
16541,10/8/2017,Cidadap,1.8,TON
16542,10/8/2017,Panyileukan,3.3,TON
16543,10/8/2017,Astana Anyar,3.3,TON
16544,10/8/2017,Bandung Wetan,3.4,TON
16545,10/8/2017,Astana Anyar,2,TON
16546,10/8/2017,Mandalajati,1.9,TON
16547,10/8/2017,Bandung Kidul,3.1,TON
16548,10/8/2017,Sukajadi,3.2,TON
16549,10/8/2017,Panyileukan,2,TON
16550,10/8/2017,Antapani,2.5,TON
16551,10/8/2017,Bojongloa Kidul,3.2,TON
16552,10/8/2017,Gedebage,2,TON
16553,10/8/2017,Cicendo,1.8,TON
16554,10/8/2017,Cidadap,1.9,TON
16555,10/8/2017,Sukasari,2.2,TON
16556,10/9/2017,Cibiru,2.6,TON
16557,10/9/2017,Mandalajati,2.4,TON
16558,10/9/2017,Cibeunying Kidul,2,TON
16559,10/9/2017,Sumur Bandung,2.3,TON
16560,10/9/2017,Ujungberung,2.3,TON
16561,10/9/2017,Rancasari,2.8,TON
16562,10/9/2017,Bandung Kulon,2.4,TON
16563,10/9/2017,Astana Anyar,2.6,TON
16564,10/9/2017,Lengkong,2.6,TON
16565,10/9/2017,Panyileukan,1.9,TON
16566,10/9/2017,Gedebage,3.3,TON
16567,10/9/2017,Sukasari,1.8,TON
16568,10/9/2017,Bandung Wetan,3,TON
16569,10/9/2017,Mandalajati,3.4,TON
16570,10/9/2017,Bandung Kulon,2.8,TON
16571,10/9/2017,Rancasari,2.4,TON
16572,10/9/2017,Antapani,1.8,TON
16573,10/9/2017,Bandung Kidul,3.3,TON
16574,10/9/2017,Kiaracondong,1.8,TON
16575,10/9/2017,Sukajadi,3.3,TON
16576,10/9/2017,Gedebage,2.6,TON
16577,10/9/2017,Bandung Kidul,2.7,TON
16578,10/9/2017,Astana Anyar,3.4,TON
16579,10/9/2017,Ujungberung,3.4,TON
16580,10/9/2017,Lengkong,2.5,TON
16581,10/10/2017,Babakan Ciparay,2.6,TON
16582,10/10/2017,Buahbatu,3.2,TON
16583,10/10/2017,Cicendo,2.2,TON
16584,10/10/2017,Bandung Wetan,2.3,TON
16585,10/10/2017,Lengkong,3,TON
16586,10/10/2017,Sumur Bandung,3.4,TON
16587,10/10/2017,Regol,3.3,TON
16588,10/10/2017,Batununggal,3.4,TON
16589,10/10/2017,Cibiru,1.8,TON
16590,10/10/2017,Panyileukan,2.4,TON
16591,10/10/2017,Antapani,2.4,TON
16592,10/10/2017,Sumur Bandung,2.3,TON
16593,10/10/2017,Bojongloa Kidul,2.9,TON
16594,10/10/2017,Cinambo,2.4,TON
16595,10/10/2017,Cibeunying Kaler,2.3,TON
16596,10/10/2017,Panyileukan,2.6,TON
16597,10/10/2017,Antapani,3.1,TON
16598,10/10/2017,Ujungberung,2.2,TON
16599,10/10/2017,Astana Anyar,3.4,TON
16600,10/10/2017,Arcamanik,1.9,TON
16601,10/10/2017,Bojongloa Kidul,3.4,TON
16602,10/10/2017,Rancasari,1.9,TON
16603,10/10/2017,Gedebage,2.9,TON
16604,10/10/2017,Lengkong,3.1,TON
16605,10/10/2017,Sukasari,3.1,TON
16606,10/10/2017,Regol,1.9,TON
16607,10/10/2017,Bandung Kulon,2.9,TON
16608,10/10/2017,Ujungberung,3,TON
16609,10/11/2017,Arcamanik,3.3,TON
16610,10/11/2017,Sumur Bandung,2,TON
16611,10/11/2017,Andir,2.7,TON
16612,10/11/2017,Astana Anyar,1.9,TON
16613,10/11/2017,Astana Anyar,3.4,TON
16614,10/11/2017,Batununggal,2.9,TON
16615,10/11/2017,Regol,3.4,TON
16616,10/11/2017,Rancasari,2.5,TON
16617,10/11/2017,Bojongloa Kidul,2.1,TON
16618,10/11/2017,Antapani,3.3,TON
16619,10/11/2017,Bojongloa Kaler,2.5,TON
16620,10/11/2017,Coblong,1.9,TON
16621,10/11/2017,Bojongloa Kidul,2.6,TON
16622,10/11/2017,Gedebage,3.1,TON
16623,10/11/2017,Andir,3,TON
16624,10/11/2017,Sumur Bandung,2.5,TON
16625,10/11/2017,Rancasari,2.8,TON
16626,10/11/2017,Panyileukan,2.7,TON
16627,10/11/2017,Bojongloa Kaler,2.2,TON
16628,10/11/2017,Arcamanik,2.9,TON
16629,10/11/2017,Cinambo,2.1,TON
16630,10/11/2017,Cibeunying Kidul,2,TON
16631,10/11/2017,Buahbatu,3.2,TON
16632,10/11/2017,Cinambo,3.4,TON
16633,10/11/2017,Bojongloa Kidul,2.3,TON
16634,10/12/2017,Bandung Kulon,3.2,TON
16635,10/12/2017,Sukasari,3.2,TON
16636,10/12/2017,Cibeunying Kidul,2.8,TON
16637,10/12/2017,Sukasari,3,TON
16638,10/12/2017,Bandung Wetan,2.8,TON
16639,10/12/2017,Antapani,3.2,TON
16640,10/12/2017,Cinambo,3.2,TON
16641,10/12/2017,Arcamanik,3,TON
16642,10/12/2017,Cidadap,2.7,TON
16643,10/12/2017,Lengkong,2.5,TON
16644,10/12/2017,Cibeunying Kaler,2.6,TON
16645,10/12/2017,Bojongloa Kidul,3.2,TON
16646,10/12/2017,Mandalajati,3.2,TON
16647,10/12/2017,Antapani,3,TON
16648,10/12/2017,Mandalajati,2.1,TON
16649,10/12/2017,Cicendo,3.1,TON
16650,10/12/2017,Cidadap,2.1,TON
16651,10/12/2017,Cibeunying Kidul,2.7,TON
16652,10/12/2017,Panyileukan,3,TON
16653,10/12/2017,Lengkong,2.1,TON
16654,10/12/2017,Ujungberung,3,TON
16655,10/12/2017,Cibiru,2.7,TON
16656,10/12/2017,Cibeunying Kaler,2.1,TON
16657,10/12/2017,Andir,1.8,TON
16658,10/13/2017,Bandung Kulon,3.1,TON
16659,10/13/2017,Sumur Bandung,2.4,TON
16660,10/13/2017,Ujungberung,2.7,TON
16661,10/13/2017,Sumur Bandung,2.5,TON
16662,10/13/2017,Andir,1.8,TON
16663,10/13/2017,Batununggal,3,TON
16664,10/13/2017,Lengkong,2,TON
16665,10/13/2017,Cidadap,2,TON
16666,10/13/2017,Bojongloa Kidul,3.2,TON
16667,10/13/2017,Coblong,2.5,TON
16668,10/13/2017,Rancasari,1.9,TON
16669,10/13/2017,Astana Anyar,2.4,TON
16670,10/13/2017,Andir,2.5,TON
16671,10/13/2017,Sumur Bandung,3.1,TON
16672,10/13/2017,Regol,2.8,TON
16673,10/13/2017,Buahbatu,3.1,TON
16674,10/13/2017,Buahbatu,1.8,TON
16675,10/13/2017,Ujungberung,3.3,TON
16676,10/13/2017,Cibiru,2.2,TON
16677,10/13/2017,Bandung Kidul,1.9,TON
16678,10/13/2017,Batununggal,3.2,TON
16679,10/13/2017,Astana Anyar,2.8,TON
16680,10/13/2017,Bojongloa Kaler,1.8,TON
16681,10/13/2017,Cibiru,2.5,TON
16682,10/13/2017,Sukajadi,2,TON
16683,10/14/2017,Panyileukan,2.7,TON
16684,10/14/2017,Panyileukan,2.8,TON
16685,10/14/2017,Andir,1.8,TON
16686,10/14/2017,Coblong,2,TON
16687,10/14/2017,Sukajadi,1.9,TON
16688,10/14/2017,Coblong,2.4,TON
16689,10/14/2017,Kiaracondong,2.2,TON
16690,10/14/2017,Andir,2.5,TON
16691,10/14/2017,Batununggal,3,TON
16692,10/14/2017,Bandung Wetan,2.8,TON
16693,10/14/2017,Buahbatu,2,TON
16694,10/14/2017,Ujungberung,1.8,TON
16695,10/14/2017,Sukasari,2.3,TON
16696,10/14/2017,Arcamanik,2.8,TON
16697,10/14/2017,Ujungberung,3,TON
16698,10/14/2017,Bandung Kulon,2.1,TON
16699,10/14/2017,Buahbatu,2,TON
16700,10/14/2017,Sumur Bandung,1.9,TON
16701,10/14/2017,Cidadap,2.7,TON
16702,10/14/2017,Lengkong,2.1,TON
16703,10/14/2017,Buahbatu,3.4,TON
16704,10/14/2017,Cibeunying Kaler,2.5,TON
16705,10/14/2017,Cibeunying Kaler,2.1,TON
16706,10/14/2017,Bojongloa Kaler,3,TON
16707,10/14/2017,Regol,3.3,TON
16708,10/14/2017,Bandung Wetan,2.2,TON
16709,10/14/2017,Regol,1.9,TON
16710,10/15/2017,Cinambo,2.4,TON
16711,10/15/2017,Coblong,2.6,TON
16712,10/15/2017,Batununggal,2.6,TON
16713,10/15/2017,Gedebage,2.4,TON
16714,10/15/2017,Arcamanik,3.1,TON
16715,10/15/2017,Cicendo,2.7,TON
16716,10/15/2017,Sukasari,2.5,TON
16717,10/15/2017,Sukajadi,1.8,TON
16718,10/15/2017,Ujungberung,2.7,TON
16719,10/15/2017,Cinambo,3.4,TON
16720,10/15/2017,Cibeunying Kaler,2.2,TON
16721,10/15/2017,Lengkong,3.4,TON
16722,10/15/2017,Sumur Bandung,3,TON
16723,10/15/2017,Sukasari,3.2,TON
16724,10/15/2017,Cinambo,3.4,TON
16725,10/15/2017,Mandalajati,2.6,TON
16726,10/15/2017,Panyileukan,2.2,TON
16727,10/15/2017,Bojongloa Kidul,3.2,TON
16728,10/15/2017,Astana Anyar,2.6,TON
16729,10/15/2017,Babakan Ciparay,2.1,TON
16730,10/15/2017,Cidadap,2.7,TON
16731,10/15/2017,Ujungberung,2.9,TON
16732,10/15/2017,Bandung Kidul,2.6,TON
16733,10/16/2017,Cibeunying Kaler,1.9,TON
16734,10/16/2017,Mandalajati,3.4,TON
16735,10/16/2017,Bojongloa Kidul,3.3,TON
16736,10/16/2017,Cibeunying Kaler,2.3,TON
16737,10/16/2017,Andir,2.7,TON
16738,10/16/2017,Babakan Ciparay,1.9,TON
16739,10/16/2017,Ujungberung,2.2,TON
16740,10/16/2017,Antapani,2.3,TON
16741,10/16/2017,Rancasari,2.3,TON
16742,10/16/2017,Panyileukan,1.8,TON
16743,10/16/2017,Cinambo,2.2,TON
16744,10/16/2017,Batununggal,2.1,TON
16745,10/16/2017,Antapani,2.5,TON
16746,10/16/2017,Buahbatu,2.1,TON
16747,10/16/2017,Cinambo,2,TON
16748,10/16/2017,Batununggal,2,TON
16749,10/16/2017,Panyileukan,2.8,TON
16750,10/16/2017,Babakan Ciparay,1.8,TON
16751,10/16/2017,Cibeunying Kidul,3.2,TON
16752,10/16/2017,Bandung Kidul,3.4,TON
16753,10/16/2017,Arcamanik,2.3,TON
16754,10/16/2017,Andir,2.3,TON
16755,10/16/2017,Ujungberung,3.2,TON
16756,10/17/2017,Cibeunying Kidul,2.5,TON
16757,10/17/2017,Babakan Ciparay,2.1,TON
16758,10/17/2017,Arcamanik,1.9,TON
16759,10/17/2017,Sukasari,2.1,TON
16760,10/17/2017,Bojongloa Kidul,2.8,TON
16761,10/17/2017,Regol,1.9,TON
16762,10/17/2017,Regol,2,TON
16763,10/17/2017,Bandung Kulon,2.6,TON
16764,10/17/2017,Sumur Bandung,2.5,TON
16765,10/17/2017,Buahbatu,3.2,TON
16766,10/17/2017,Cicendo,1.9,TON
16767,10/17/2017,Antapani,2.6,TON
16768,10/17/2017,Buahbatu,2,TON
16769,10/17/2017,Sukajadi,2.3,TON
16770,10/17/2017,Babakan Ciparay,2.2,TON
16771,10/17/2017,Mandalajati,2.3,TON
16772,10/17/2017,Sumur Bandung,2.4,TON
16773,10/17/2017,Sukasari,2,TON
16774,10/17/2017,Sukajadi,2.2,TON
16775,10/17/2017,Cidadap,3.4,TON
16776,10/17/2017,Kiaracondong,3,TON
16777,10/17/2017,Cibiru,1.8,TON
16778,10/17/2017,Panyileukan,3.1,TON
16779,10/17/2017,Bandung Wetan,2.6,TON
16780,10/17/2017,Lengkong,3.1,TON
16781,10/17/2017,Cibeunying Kaler,2.2,TON
16782,10/17/2017,Antapani,2.6,TON
16783,10/18/2017,Batununggal,2.8,TON
16784,10/18/2017,Coblong,3.4,TON
16785,10/18/2017,Andir,3.3,TON
16786,10/18/2017,Gedebage,2.3,TON
16787,10/18/2017,Cinambo,2.5,TON
16788,10/18/2017,Cibeunying Kaler,1.9,TON
16789,10/18/2017,Cibiru,2.3,TON
16790,10/18/2017,Astana Anyar,3,TON
16791,10/18/2017,Batununggal,2.3,TON
16792,10/18/2017,Bojongloa Kidul,3.4,TON
16793,10/18/2017,Cinambo,1.9,TON
16794,10/18/2017,Gedebage,2.2,TON
16795,10/18/2017,Sumur Bandung,2.8,TON
16796,10/18/2017,Andir,2.4,TON
16797,10/18/2017,Babakan Ciparay,1.9,TON
16798,10/18/2017,Buahbatu,3.4,TON
16799,10/18/2017,Babakan Ciparay,1.9,TON
16800,10/18/2017,Cicendo,2.4,TON
16801,10/18/2017,Panyileukan,1.9,TON
16802,10/18/2017,Cidadap,3,TON
16803,10/18/2017,Bandung Kidul,3.2,TON
16804,10/18/2017,Cicendo,2.6,TON
16805,10/18/2017,Cibeunying Kidul,1.9,TON
16806,10/18/2017,Bandung Kulon,2.6,TON
16807,10/18/2017,Babakan Ciparay,3.1,TON
16808,10/18/2017,Cidadap,2.9,TON
16809,10/19/2017,Sukajadi,2.7,TON
16810,10/19/2017,Cibeunying Kaler,2.5,TON
16811,10/19/2017,Cinambo,2.7,TON
16812,10/19/2017,Sumur Bandung,3,TON
16813,10/19/2017,Kiaracondong,1.9,TON
16814,10/19/2017,Batununggal,3.4,TON
16815,10/19/2017,Cibiru,2.1,TON
16816,10/19/2017,Coblong,2.4,TON
16817,10/19/2017,Bojongloa Kidul,2.6,TON
16818,10/19/2017,Bandung Wetan,3.3,TON
16819,10/19/2017,Andir,3,TON
16820,10/19/2017,Rancasari,2.8,TON
16821,10/19/2017,Cinambo,2,TON
16822,10/19/2017,Bandung Kidul,2.1,TON
16823,10/19/2017,Cibeunying Kidul,3,TON
16824,10/19/2017,Cicendo,3.1,TON
16825,10/19/2017,Panyileukan,2,TON
16826,10/19/2017,Rancasari,2.8,TON
16827,10/19/2017,Batununggal,2.6,TON
16828,10/19/2017,Bojongloa Kidul,2.4,TON
16829,10/19/2017,Cibiru,2.4,TON
16830,10/19/2017,Cidadap,1.8,TON
16831,10/19/2017,Regol,1.8,TON
16832,10/19/2017,Cibeunying Kidul,2.2,TON
16833,10/19/2017,Ujungberung,2,TON
16834,10/19/2017,Cibeunying Kaler,2.3,TON
16835,10/19/2017,Lengkong,2.2,TON
16836,10/19/2017,Regol,2.9,TON
16837,10/20/2017,Andir,1.9,TON
16838,10/20/2017,Babakan Ciparay,2.9,TON
16839,10/20/2017,Buahbatu,2.5,TON
16840,10/20/2017,Panyileukan,2.3,TON
16841,10/20/2017,Mandalajati,1.8,TON
16842,10/20/2017,Cibeunying Kaler,1.8,TON
16843,10/20/2017,Cibeunying Kaler,2.3,TON
16844,10/20/2017,Bandung Kulon,2.3,TON
16845,10/20/2017,Bojongloa Kidul,2.9,TON
16846,10/20/2017,Regol,3.4,TON
16847,10/20/2017,Lengkong,3.2,TON
16848,10/20/2017,Sukasari,2.1,TON
16849,10/20/2017,Bojongloa Kaler,3.1,TON
16850,10/20/2017,Cicendo,3.1,TON
16851,10/20/2017,Bandung Kidul,3.1,TON
16852,10/20/2017,Coblong,2.9,TON
16853,10/20/2017,Babakan Ciparay,2,TON
16854,10/20/2017,Ujungberung,2.4,TON
16855,10/20/2017,Sukajadi,2.4,TON
16856,10/20/2017,Kiaracondong,2.4,TON
16857,10/20/2017,Astana Anyar,2.4,TON
16858,10/20/2017,Bandung Kulon,3.4,TON
16859,10/21/2017,Ujungberung,1.9,TON
16860,10/21/2017,Rancasari,2.4,TON
16861,10/21/2017,Cibeunying Kidul,2.7,TON
16862,10/21/2017,Cinambo,2.3,TON
16863,10/21/2017,Cibiru,2.8,TON
16864,10/21/2017,Buahbatu,2.6,TON
16865,10/21/2017,Cibiru,3,TON
16866,10/21/2017,Cidadap,2.6,TON
16867,10/21/2017,Panyileukan,3.3,TON
16868,10/21/2017,Bojongloa Kaler,2,TON
16869,10/21/2017,Cinambo,1.8,TON
16870,10/21/2017,Mandalajati,2.2,TON
16871,10/21/2017,Cibiru,1.9,TON
16872,10/21/2017,Andir,2,TON
16873,10/21/2017,Andir,3.2,TON
16874,10/21/2017,Buahbatu,3.2,TON
16875,10/21/2017,Sumur Bandung,2.8,TON
16876,10/21/2017,Kiaracondong,2.5,TON
16877,10/21/2017,Lengkong,2.1,TON
16878,10/21/2017,Babakan Ciparay,2.3,TON
16879,10/21/2017,Coblong,2.7,TON
16880,10/21/2017,Cibeunying Kaler,2.6,TON
16881,10/21/2017,Babakan Ciparay,3.2,TON
16882,10/21/2017,Bandung Kidul,2.2,TON
16883,10/21/2017,Sukasari,3.2,TON
16884,10/22/2017,Batununggal,2.3,TON
16885,10/22/2017,Bandung Wetan,3.3,TON
16886,10/22/2017,Kiaracondong,2.5,TON
16887,10/22/2017,Regol,1.9,TON
16888,10/22/2017,Andir,2,TON
16889,10/22/2017,Sukajadi,3.3,TON
16890,10/22/2017,Sukajadi,2.3,TON
16891,10/22/2017,Cinambo,2.6,TON
16892,10/22/2017,Cibiru,3.3,TON
16893,10/22/2017,Rancasari,2.8,TON
16894,10/22/2017,Cibiru,2.7,TON
16895,10/22/2017,Buahbatu,2.4,TON
16896,10/22/2017,Kiaracondong,2.5,TON
16897,10/22/2017,Coblong,2.3,TON
16898,10/22/2017,Regol,3,TON
16899,10/22/2017,Cidadap,2.1,TON
16900,10/22/2017,Bandung Wetan,2.5,TON
16901,10/22/2017,Mandalajati,2,TON
16902,10/22/2017,Batununggal,1.8,TON
16903,10/22/2017,Sukasari,3.1,TON
16904,10/22/2017,Buahbatu,3.3,TON
16905,10/22/2017,Gedebage,2.3,TON
16906,10/22/2017,Cicendo,2.5,TON
16907,10/22/2017,Cibeunying Kaler,2.5,TON
16908,10/22/2017,Rancasari,2,TON
16909,10/22/2017,Babakan Ciparay,2.9,TON
16910,10/22/2017,Cibeunying Kidul,2.7,TON
16911,10/22/2017,Bojongloa Kaler,2.1,TON
16912,10/23/2017,Cibeunying Kidul,2.7,TON
16913,10/23/2017,Bandung Kulon,2.7,TON
16914,10/23/2017,Bojongloa Kaler,2.4,TON
16915,10/23/2017,Sumur Bandung,2.1,TON
16916,10/23/2017,Cinambo,2.8,TON
16917,10/23/2017,Andir,2.6,TON
16918,10/23/2017,Ujungberung,3,TON
16919,10/23/2017,Antapani,3.2,TON
16920,10/23/2017,Ujungberung,2,TON
16921,10/23/2017,Ujungberung,2.2,TON
16922,10/23/2017,Mandalajati,3.4,TON
16923,10/23/2017,Rancasari,1.8,TON
16924,10/23/2017,Sumur Bandung,2.2,TON
16925,10/23/2017,Gedebage,2.3,TON
16926,10/23/2017,Cibiru,1.8,TON
16927,10/23/2017,Mandalajati,3.4,TON
16928,10/23/2017,Gedebage,3.1,TON
16929,10/23/2017,Cidadap,3.3,TON
16930,10/23/2017,Batununggal,2.9,TON
16931,10/23/2017,Arcamanik,2.8,TON
16932,10/23/2017,Regol,3.2,TON
16933,10/23/2017,Cidadap,3.3,TON
16934,10/23/2017,Bandung Kulon,3,TON
16935,10/23/2017,Arcamanik,2.8,TON
16936,10/24/2017,Antapani,1.9,TON
16937,10/24/2017,Cibeunying Kidul,2.1,TON
16938,10/24/2017,Bandung Kulon,2.3,TON
16939,10/24/2017,Bandung Kidul,2.8,TON
16940,10/24/2017,Panyileukan,3.1,TON
16941,10/24/2017,Bandung Wetan,2.5,TON
16942,10/24/2017,Cidadap,2.6,TON
16943,10/24/2017,Buahbatu,1.8,TON
16944,10/24/2017,Panyileukan,2,TON
16945,10/24/2017,Sukasari,2.2,TON
16946,10/24/2017,Gedebage,2.8,TON
16947,10/24/2017,Regol,2.6,TON
16948,10/24/2017,Mandalajati,3.4,TON
16949,10/24/2017,Arcamanik,2.5,TON
16950,10/24/2017,Arcamanik,2.4,TON
16951,10/24/2017,Sukajadi,1.9,TON
16952,10/24/2017,Coblong,1.8,TON
16953,10/24/2017,Cibeunying Kidul,2.1,TON
16954,10/24/2017,Lengkong,1.8,TON
16955,10/24/2017,Mandalajati,1.9,TON
16956,10/24/2017,Rancasari,1.8,TON
16957,10/24/2017,Arcamanik,1.8,TON
16958,10/24/2017,Lengkong,3,TON
16959,10/24/2017,Sukajadi,2.4,TON
16960,10/24/2017,Mandalajati,2.7,TON
16961,10/24/2017,Ujungberung,3,TON
16962,10/24/2017,Cicendo,1.8,TON
16963,10/25/2017,Batununggal,1.9,TON
16964,10/25/2017,Kiaracondong,2.2,TON
16965,10/25/2017,Sukajadi,3.1,TON
16966,10/25/2017,Cibeunying Kidul,2.3,TON
16967,10/25/2017,Ujungberung,1.8,TON
16968,10/25/2017,Panyileukan,2.4,TON
16969,10/25/2017,Cibiru,2.3,TON
16970,10/25/2017,Astana Anyar,2.2,TON
16971,10/25/2017,Babakan Ciparay,2.5,TON
16972,10/25/2017,Bojongloa Kidul,3.3,TON
16973,10/25/2017,Cibiru,2.3,TON
16974,10/25/2017,Ujungberung,2,TON
16975,10/25/2017,Astana Anyar,2.3,TON
16976,10/25/2017,Bandung Kulon,2.9,TON
16977,10/25/2017,Bojongloa Kaler,3.3,TON
16978,10/25/2017,Cinambo,2.2,TON
16979,10/25/2017,Sukasari,2.9,TON
16980,10/25/2017,Cinambo,3.3,TON
16981,10/25/2017,Bandung Wetan,3,TON
16982,10/25/2017,Sukajadi,3,TON
16983,10/25/2017,Buahbatu,2.2,TON
16984,10/25/2017,Cinambo,2.4,TON
16985,10/25/2017,Cibeunying Kaler,2.3,TON
16986,10/25/2017,Ujungberung,2.7,TON
16987,10/25/2017,Andir,2.9,TON
16988,10/25/2017,Gedebage,2.2,TON
16989,10/26/2017,Ujungberung,2.1,TON
16990,10/26/2017,Lengkong,3.4,TON
16991,10/26/2017,Lengkong,3.2,TON
16992,10/26/2017,Sumur Bandung,2.4,TON
16993,10/26/2017,Rancasari,3.2,TON
16994,10/26/2017,Sukajadi,2.1,TON
16995,10/26/2017,Babakan Ciparay,2.1,TON
16996,10/26/2017,Cibiru,3,TON
16997,10/26/2017,Babakan Ciparay,3.4,TON
16998,10/26/2017,Gedebage,3.2,TON
16999,10/26/2017,Lengkong,2.2,TON
17000,10/26/2017,Gedebage,2.5,TON
17001,10/26/2017,Bandung Kulon,2.3,TON
17002,10/26/2017,Bandung Kulon,2.7,TON
17003,10/26/2017,Sukajadi,2.8,TON
17004,10/26/2017,Kiaracondong,2.2,TON
17005,10/26/2017,Rancasari,2.4,TON
17006,10/26/2017,Regol,2.8,TON
17007,10/26/2017,Buahbatu,3.1,TON
17008,10/26/2017,Cibeunying Kaler,2.3,TON
17009,10/26/2017,Astana Anyar,1.9,TON
17010,10/26/2017,Cicendo,1.8,TON
17011,10/26/2017,Regol,1.8,TON
17012,10/26/2017,Cibeunying Kaler,3.1,TON
17013,10/26/2017,Cicendo,3.1,TON
17014,10/26/2017,Andir,3,TON
17015,10/26/2017,Batununggal,2.2,TON
17016,10/26/2017,Mandalajati,2.5,TON
17017,10/27/2017,Batununggal,1.9,TON
17018,10/27/2017,Ujungberung,2.8,TON
17019,10/27/2017,Ujungberung,3,TON
17020,10/27/2017,Bojongloa Kidul,2.1,TON
17021,10/27/2017,Babakan Ciparay,2.9,TON
17022,10/27/2017,Kiaracondong,2.9,TON
17023,10/27/2017,Antapani,3.3,TON
17024,10/27/2017,Andir,2.7,TON
17025,10/27/2017,Coblong,1.9,TON
17026,10/27/2017,Lengkong,2.4,TON
17027,10/27/2017,Batununggal,2.6,TON
17028,10/27/2017,Cibiru,3.3,TON
17029,10/27/2017,Cinambo,2.9,TON
17030,10/27/2017,Cinambo,3.4,TON
17031,10/27/2017,Cibeunying Kidul,2.4,TON
17032,10/27/2017,Lengkong,2.4,TON
17033,10/27/2017,Gedebage,2.1,TON
17034,10/27/2017,Buahbatu,2.6,TON
17035,10/27/2017,Coblong,3.2,TON
17036,10/27/2017,Cibeunying Kaler,1.9,TON
17037,10/27/2017,Sumur Bandung,2.9,TON
17038,10/27/2017,Bandung Kulon,3.1,TON
17039,10/28/2017,Cibeunying Kidul,3.3,TON
17040,10/28/2017,Cibiru,2.2,TON
17041,10/28/2017,Sukajadi,1.9,TON
17042,10/28/2017,Cicendo,2,TON
17043,10/28/2017,Cinambo,2.9,TON
17044,10/28/2017,Arcamanik,3.2,TON
17045,10/28/2017,Sukasari,2.1,TON
17046,10/28/2017,Sukasari,2.5,TON
17047,10/28/2017,Bandung Wetan,2.2,TON
17048,10/28/2017,Coblong,2,TON
17049,10/28/2017,Antapani,2.7,TON
17050,10/28/2017,Lengkong,3.2,TON
17051,10/28/2017,Bandung Wetan,3.1,TON
17052,10/28/2017,Buahbatu,2.2,TON
17053,10/28/2017,Regol,2.2,TON
17054,10/28/2017,Batununggal,2,TON
17055,10/28/2017,Gedebage,2.1,TON
17056,10/28/2017,Bandung Kulon,1.9,TON
17057,10/28/2017,Babakan Ciparay,3.2,TON
17058,10/28/2017,Bojongloa Kidul,1.9,TON
17059,10/28/2017,Batununggal,2.4,TON
17060,10/28/2017,Cibiru,3.4,TON
17061,10/28/2017,Sumur Bandung,2.1,TON
17062,10/28/2017,Kiaracondong,2.2,TON
17063,10/28/2017,Babakan Ciparay,2,TON
17064,10/29/2017,Sukasari,3.2,TON
17065,10/29/2017,Bandung Kidul,2.9,TON
17066,10/29/2017,Bojongloa Kaler,3.2,TON
17067,10/29/2017,Cicendo,2.9,TON
17068,10/29/2017,Bandung Wetan,2.6,TON
17069,10/29/2017,Bandung Kidul,2.3,TON
17070,10/29/2017,Kiaracondong,3.4,TON
17071,10/29/2017,Cicendo,2.7,TON
17072,10/29/2017,Coblong,3.3,TON
17073,10/29/2017,Sumur Bandung,3.4,TON
17074,10/29/2017,Ujungberung,2.9,TON
17075,10/29/2017,Bandung Wetan,3.2,TON
17076,10/29/2017,Bojongloa Kaler,2,TON
17077,10/29/2017,Cibeunying Kaler,3.2,TON
17078,10/29/2017,Regol,2.8,TON
17079,10/29/2017,Bandung Kulon,3,TON
17080,10/29/2017,Babakan Ciparay,2,TON
17081,10/29/2017,Coblong,2.6,TON
17082,10/29/2017,Bandung Kidul,2.1,TON
17083,10/29/2017,Lengkong,2,TON
17084,10/29/2017,Buahbatu,3,TON
17085,10/29/2017,Batununggal,1.8,TON
17086,10/29/2017,Kiaracondong,2.7,TON
17087,10/29/2017,Kiaracondong,3.2,TON
17088,10/29/2017,Astana Anyar,1.8,TON
17089,10/30/2017,Bandung Kidul,3.2,TON
17090,10/30/2017,Cinambo,3,TON
17091,10/30/2017,Rancasari,2.1,TON
17092,10/30/2017,Mandalajati,3,TON
17093,10/30/2017,Cibeunying Kidul,1.8,TON
17094,10/30/2017,Cibiru,2.6,TON
17095,10/30/2017,Cibiru,2.8,TON
17096,10/30/2017,Ujungberung,2.3,TON
17097,10/30/2017,Bandung Wetan,2.2,TON
17098,10/30/2017,Antapani,3.1,TON
17099,10/30/2017,Bojongloa Kaler,2.2,TON
17100,10/30/2017,Cibeunying Kaler,2.3,TON
17101,10/30/2017,Cinambo,2,TON
17102,10/30/2017,Arcamanik,2.8,TON
17103,10/30/2017,Sukajadi,3.2,TON
17104,10/30/2017,Gedebage,3,TON
17105,10/30/2017,Andir,3.3,TON
17106,10/30/2017,Bojongloa Kaler,2.3,TON
17107,10/30/2017,Coblong,3.4,TON
